fire_hydrants,種別,管轄署所,住所,緯度,経度,口径,備考
1794,公設消火栓,中消防署,福井市高木北１丁目１３０４番,36.09989468333334,136.2309496888889,150,
1795,公設消火栓,川西分署,福井市波寄町１８番１１６号,36.15451585277778,136.14856670277774,100,
1796,公設消火栓,川西分署,福井市波寄町１８番７１号,36.155588724999994,136.14894861388888,100,
1797,公設消火栓,川西分署,福井市波寄町１７番４４号,36.155759700000004,136.14873461944447,150,
1798,公設消火栓,川西分署,福井市波寄町１９番６号,36.15498978611111,136.147934725,150,
1799,公設消火栓,川西分署,福井市波寄町１７番１号,36.155464699999996,136.14643785555555,100,
1800,公設消火栓,川西分署,福井市波寄町３７番７２号,36.15573663611111,136.14515801944447,100,
1801,公設消火栓,川西分署,福井市波寄町１５番４１号,36.154673744444445,136.14454116944444,100,
1802,公設消火栓,川西分署,福井市波寄町３７番６４号,36.15463478055556,136.14563401666663,100,
1803,公設消火栓,川西分署,福井市波寄町１７番６４号,36.15402589166666,136.1469708555556,100,
1804,公設消火栓,川西分署,福井市波寄町５番６号,36.15692557222223,136.15007344999998,100,
1805,公設消火栓,社分署,福井市南居町８１番３３号,36.013294638888894,136.17078226944446,150,
1806,公設消火栓,社分署,福井市南居町８１番１号,36.012294769444445,136.17035335000003,150,
1807,公設消火栓,社分署,福井市南居町８１番１号,36.010650008333336,136.17036143888888,150,
1808,公設消火栓,社分署,福井市南居町８１番１号１０,36.012491716666666,136.16742761111112,150,
1809,公設消火栓,社分署,福井市南居町８１番１号,36.01247473055555,136.16871649444445,150,
1810,公設消火栓,社分署,福井市南居町,36.01964883333334,136.17534555,200,
1811,公設消火栓,社分署,福井市南居町１９番１号,36.02228755277777,136.17798720833335,200,
1812,公設消火栓,社分署,福井市南居町１９番１号,36.02331144444444,136.17895907777776,200,
1813,公設消火栓,清水分署,福井市御油町１５番３１号,36.01883094444444,136.1468458277778,150,
1814,公設消火栓,清水分署,福井市御油町１５番９号,36.01874095,136.14816166388886,100,
1815,公設消火栓,清水分署,福井市御油町１４番１４号,36.01842399166667,136.14685484166665,150,
1816,公設消火栓,清水分署,福井市御油町１３番８号,36.01804603611111,136.14748377777778,100,
1817,公設消火栓,清水分署,福井市御油町１３番２０号,36.01790705277779,136.14686886111113,150,
1818,公設消火栓,清水分署,福井市御油町１３番８号,36.017627080555556,136.1479217361111,100,
1819,公設消火栓,清水分署,福井市御油町１２番５４号,36.01722713333333,136.14730783055555,150,
1820,公設消火栓,清水分署,福井市御油町１２番４４号,36.01666619444444,136.14754981944446,150,
1821,公設防火水槽,清水分署,福井市御油町１４番１４号,36.01833799999999,136.14684384722224,,
1822,私設防火水槽,清水分署,福井市御油町１２番６２号,36.01694916388888,136.14734383611113,,
1823,公設消火栓,臨海消防署,福井市小幡町９番２３号,36.14430239722222,136.12572069722222,100,
1824,公設消火栓,西分署,福井市三郎丸２丁目２３１０番,36.07961988055556,136.19225824999998,200,
1825,公設消火栓,西分署,福井市三郎丸２丁目１８０１番,36.077834149999994,136.1890363722222,100,
1826,公設防火水槽,美山分署,福井市西中町１０番１３号　,36.0280046861111,136.40693555,,
1827,公設消火栓,川西分署,福井市西中野町５番６１号,36.145835911111114,136.15348029722222,150,
1828,公設消火栓,川西分署,福井市西中野町２番３０号,36.14636588333333,136.15488509722223,100,
1829,公設消火栓,川西分署,福井市西中野町３番４４号,36.145910944444445,136.15522711388888,100,
1830,公設消火栓,川西分署,福井市西中野町５番１９号,36.14636282777778,136.1524353361111,100,
1831,公設消火栓,川西分署,福井市西中野町５番３号,36.14662481944444,136.15345520555553,100,
1832,公設消火栓,中消防署,福井市高柳１丁目６０２番,36.091117238888884,136.24137769166666,100,
1833,公設消火栓,中消防署,福井市高柳３丁目１０１番,36.094745525,136.23629206944446,100,
1834,公設消火栓,中消防署,福井市高柳１丁目１２０５番,36.092575294444444,136.24523041666666,100,
1835,公設消火栓,中消防署,福井市高柳１丁目９０２番,36.09119735833333,136.24356654444443,100,
1836,公設消火栓,中消防署,福井市高柳３丁目８０７番,36.09567754444445,136.2385309111111,100,
1837,公設消火栓,中消防署,福井市高柳３丁目３７０２番,36.098183319444445,136.2397808361111,100,
1838,公設消火栓,中消防署,福井市高柳３丁目４４０３番,36.099113233333334,136.24021780555557,100,
1839,公設消火栓,中消防署,福井市高柳３丁目８０１番,36.096152494444446,136.23864190833334,100,
1840,公設消火栓,中消防署,福井市高柳３丁目３６０１番,36.09613654722222,136.2395018388889,100,
1841,公設消火栓,中消防署,福井市高柳３丁目３３０４番７号,36.097041475000005,136.24013779722225,100,
1842,公設消火栓,中消防署,福井市高柳３丁目,36.09668041944444,136.23839793333332,150,
1843,公設消火栓,中消防署,福井市高柳１丁目２０１番,36.08892551666667,136.24180266944447,200,
1844,公設消火栓,中消防署,福井市高柳３丁目２６０４番,36.09622070555556,136.24247860555556,200,
1845,公設消火栓,中消防署,福井市高柳１丁目２４０８番,36.088830638888886,136.24366155555555,200,
1846,公設消火栓,中消防署,福井市高柳１丁目２４０８番,36.08817071111111,136.24358856388892,150,
1847,公設消火栓,中消防署,福井市高柳１丁目２４０７番,36.08812279722222,136.24495848333333,150,
1848,公設消火栓,中消防署,福井市高柳１丁目２４０８番,36.08871965833333,136.24379355000002,100,
1849,公設消火栓,中消防署,福井市高柳１丁目２１０２番,36.0887787138889,136.24484148333335,200,
1850,公設消火栓,中消防署,福井市高柳１丁目２１０１番,36.08891165833333,136.244130525,100,
1851,公設消火栓,中消防署,福井市春山１丁目９番２号,36.07037857777777,136.2179146916667,100,
1852,公設消火栓,中消防署,福井市春山２丁目４番８号,36.06740483611111,136.21391612499997,100,
1853,公設消火栓,中消防署,福井市春山２丁目１番１号,36.067157916666666,136.21545795833336,100,
1854,公設消火栓,中消防署,福井市春山１丁目１番１号,36.067060975,136.21688280833337,100,
1855,公設消火栓,中消防署,福井市春山２丁目８番２６号,36.06875765555556,136.21385814444446,100,
1856,公設消火栓,中消防署,福井市春山２丁目１１番９号,36.06880168055556,136.2147550472222,100,
1857,公設消火栓,中消防署,福井市春山２丁目１１番６号,36.068671708333326,136.2151470027778,100,
1858,公設消火栓,中消防署,福井市春山２丁目１１番１号,36.06862973611111,136.2158099277778,100,
1859,公設消火栓,西分署,福井市光陽２丁目１６番２６号,36.065337802777776,136.20077644722218,100,
1860,公設消火栓,西分署,福井市光陽１丁目２０番１０号,36.06472189444444,136.20129536111108,100,
1861,公設消火栓,西分署,福井市光陽２丁目２３番９号,36.06418595833333,136.200901375,100,
1862,受水槽,清水分署,福井市甑谷町２９番２２号,35.99852361944444,136.15559878055555,,
1863,公設消火栓,川西分署,福井市小尉町９番２９号,36.15893438055555,136.1562148138889,100,
1864,公設消火栓,川西分署,福井市小尉町９番３０号,36.15853142777778,136.15591486944442,100,
1865,公設消火栓,川西分署,福井市小尉町１１番１５号,36.15732558055556,136.15593395277781,100,
1866,公設消火栓,川西分署,福井市小尉町１１番２０号,36.15747856666667,136.1564719,100,
1867,公設消火栓,川西分署,福井市小尉町１０番４号,36.15802050277778,136.15673383888893,100,
1868,公設消火栓,川西分署,福井市小尉町１８番２３号,36.158056486111114,136.15557293055554,100,
1869,公設防火水槽,川西分署,福井市小尉町１０番１１号,36.15749157222222,136.1571718416667,,
1870,公設防火水槽,社分署,福井市南居町５５－２０,36.01627127777777,136.17542369166668,,
1871,公設防火水槽,社分署,福井市南居町４８番３８号,36.01788208888889,136.1774374277778,,
1872,公設消火栓,臨海消防署,福井市浜住町２番３６号,36.133609625000005,136.0708990166667,150,
1873,公設消火栓,臨海消防署,福井市浜住町３番１７号,36.13273176111111,136.0707160638889,100,
1874,公設消火栓,臨海消防署,福井市浜住町３番３５号,36.13262079444444,136.06992413055553,150,
1875,公設消火栓,臨海消防署,福井市浜住町３番２３号,36.13220383611112,136.07106805833334,250,
1876,公設消火栓,臨海消防署,福井市浜住町８番,36.13189590277778,136.0699881527778,200,
1877,公設消火栓,臨海消防署,福井市浜住町８番１号,36.13104906944445,136.06817432500003,200,
1878,公設消火栓,臨海消防署,福井市浜住町７番２９号,36.13063515,136.06731840833336,200,
1879,公設消火栓,臨海消防署,福井市浜住町５番２２号,36.13128604444444,136.06752236666668,100,
1880,公設消火栓,臨海消防署,福井市浜住町１７番２３号,36.12914632500001,136.06990926944445,250,
1881,公設消火栓,臨海消防署,福井市浜住町３番１４号,36.133101716666665,136.07018509166664,150,
1882,公設消火栓,南消防署,福井市花堂南２丁目１３番１６号,36.03431206388889,136.20890616944442,100,
1883,公設消火栓,南消防署,福井市花堂南１丁目地係,36.03456523333333,136.21641473611112,100,
1884,公設消火栓,南消防署,福井市花堂南１丁目５番２４号,36.034601172222224,136.21428684999998,100,
1885,公設消火栓,南消防署,福井市花堂南１丁目７番,36.03375935277777,136.2167947527778,100,
1886,公設消火栓,南消防署,福井市花堂南１丁目８番５号,36.03383130833333,136.21545382222226,150,
1887,公設消火栓,南消防署,福井市花堂南１丁目１０番２２号,36.03326534722222,136.21397293055554,100,
1888,公設消火栓,南消防署,福井市花堂南１丁目２番１号,36.03476518055555,136.21539778055558,100,
1889,公設防火水槽,川西分署,福井市西中野町４番２８号,36.14591291111111,136.15392124444446,,
1890,公設消火栓,臨海消防署,福井市西畑町１５番１号１,36.14167705,136.08552069444443,250,
1891,公設消火栓,臨海消防署,福井市西畑町２番２６号,36.13466386944445,136.08906983055556,150,
1892,公設消火栓,臨海消防署,福井市西畑町２番１７号,36.134283911111105,136.08945582777778,150,
1893,公設消火栓,臨海消防署,福井市西畑町,36.13381997222221,136.08948984999998,150,
1894,公設消火栓,臨海消防署,福井市西畑町１６番４９号,36.14085219444445,136.08408382222225,250,
1895,公設消火栓,臨海消防署,福井市西畑町１６番１号２１,36.14120609444445,136.08612168055558,150,
1896,公設消火栓,社分署,福井市西谷２丁目３０６番,36.039722205555556,136.20437622777774,100,
1897,公設消火栓,南消防署,福井市西谷１丁目,36.03959426944445,136.2058921277778,100,
1898,公設消火栓,南消防署,福井市西谷１丁目８０７番１号,36.039450333333335,136.2073950333333,100,
1899,公設消火栓,南消防署,福井市西谷１丁目１２１番,36.040258249999994,136.20818994166666,100,
1900,公設消火栓,社分署,福井市西谷２丁目,36.03851823888889,136.20045954999998,150,
1901,公設消火栓,社分署,福井市西谷２丁目,36.03888919166666,136.2004455333333,100,
1902,公設消火栓,社分署,福井市西谷３丁目２９１５番,36.03903315555555,136.19981257222224,250,
1903,公設消火栓,中消防署,福井市二の宮５丁目２番１０号,36.08259967222223,136.207251475,100,
1904,公設消火栓,中消防署,福井市二の宮３丁目２番２号,36.083308988888895,136.21967926666665,150,
1905,公設消火栓,中消防署,福井市二の宮３丁目４番３号,36.083124919444444,136.21680478888888,150,
1906,公設消火栓,中消防署,福井市二の宮４丁目３番１０号,36.082888769444445,136.21140375277778,150,
1907,公設消火栓,中消防署,福井市二の宮４丁目１番４号,36.083008847222224,136.21420025555554,150,
1908,公設消火栓,中消防署,福井市高柳１丁目１８０１番,36.0893476,136.24400053055555,100,
1909,公設消火栓,中消防署,福井市高柳１丁目２１０２番,36.08922166944444,136.2449584722222,100,
1910,公設消火栓,中消防署,福井市高柳１丁目１８０１番,36.089486552777785,136.2435055611111,150,
1911,公設消火栓,中消防署,福井市高柳１丁目１３０２番,36.08992251388889,136.24369154722223,150,
1912,公設消火栓,中消防署,福井市高柳１丁目１５０１番,36.089906555555565,136.24437750277775,150,
1913,公設消火栓,中消防署,福井市高柳１丁目１６０１番,36.08967264999999,136.24550043333335,150,
1914,公設消火栓,中消防署,福井市高柳１丁目１４０１番,36.090661475000005,136.24450548611108,150,
1915,公設消火栓,中消防署,福井市高柳１丁目１４０１番,36.090428563888885,136.24553042222223,150,
1916,公設消火栓,中消防署,福井市高柳３丁目１６０１番,36.094962761111105,136.24082972777774,100,
1917,公設消火栓,中消防署,福井市高木北５丁目２１０番２号,36.095878475,136.237725975,100,
1918,公設消火栓,中消防署,福井市高柳町８番９号５,36.09850215555555,136.23752803055555,100,
1919,公設消火栓,北分署,福井市高屋町３０番５２号,36.112910088888896,136.1823649277778,100,
1920,公設消火栓,北分署,福井市高屋町３３番２３号,36.113155022222216,136.18087007222226,100,
1921,公設消火栓,北分署,福井市高屋町３３番２１号,36.114056905555564,136.18141501111114,150,
1922,公設消火栓,北分署,福井市高屋町２８番１２号,36.11581266944444,136.18180895277777,150,
1923,公設消火栓,北分署,福井市高屋町３２番３５号,36.11349894166667,136.17942621388886,100,
1924,公設消火栓,北分署,福井市高屋町３２番４７号,36.11263806111111,136.17921224166665,100,
1925,公設消火栓,北分署,福井市高屋町３０番１１号,36.1122661361111,136.1802981388889,150,
1926,公設消火栓,北分署,福井市高屋町３３番１号,36.11462377777777,136.1792872222222,100,
1927,私設防火水槽,川西分署,福井市小尉町９番３０号,36.15840644722223,136.15612886111109,,
1928,公設消火栓,国見分遣所,福井市小丹生町２番９号,36.07066200277778,136.02481413888887,100,
1929,公設消火栓,国見分遣所,福井市小丹生町２番２２号,36.06982707222222,136.02506317777778,100,
1930,公設消火栓,国見分遣所,福井市小丹生町４２番１０号,36.070002038888894,136.02410023333331,100,
1931,公設消火栓,国見分遣所,福井市小丹生町４５番１９号,36.07113392222222,136.0229222361111,100,
1932,公設消火栓,国見分遣所,福井市小丹生町地係,36.068985055555565,136.02141350555556,100,
1933,公設消火栓,国見分遣所,福井市小丹生町地係国道３０５号線上,36.06632423888889,136.02046677500002,100,
1934,公設防火水槽,国見分遣所,福井市小丹生町４番４号,36.07044101388889,136.02457516944443,,
1935,公設消火栓,西分署,福井市郡町１８番２１号,36.10593609722223,136.1933171027778,100,
1936,公設消火栓,西分署,福井市郡町２２番８号,36.10541916111111,136.19433304166668,100,
1937,公設消火栓,西分署,福井市郡町,36.10392434166667,136.19292717500002,150,
1938,公設消火栓,西分署,福井市郡町１７番５５号,36.10294245555556,136.19346915833336,100,
1939,公設消火栓,中消防署,福井市新田塚２丁目３４番１３号,36.08918774722222,136.20131073888888,100,
1940,公設消火栓,中消防署,福井市新田塚２丁目５８番３０号,36.08883471666667,136.19958905555555,100,
1941,公設消火栓,中消防署,福井市新田塚２丁目５３番１１号,36.090373738888886,136.2042242111111,100,
1942,公設消火栓,中消防署,福井市新田塚１丁目１番,36.08799807777777,136.20800153055558,150,
1943,公設消火栓,中消防署,福井市新田塚１丁目３番１３号,36.088119011111104,136.20638883055557,100,
1944,公設消火栓,中消防署,福井市新田塚２丁目６５番７号,36.09025465277777,136.2010857472222,100,
1945,公設消火栓,南消防署,福井市花堂南２丁目１５番１号,36.0338012,136.21113406111112,250,
1946,公設消火栓,南消防署,福井市花堂南２丁目１７番３号,36.03241739166666,136.21125912222223,250,
1947,公設消火栓,南消防署,福井市花堂南１丁目８番２５号,36.0341672388889,136.21458985555554,150,
1948,公設消火栓,東消防署,福井市河増町７番１７号,36.063473972222226,136.2569000944445,200,
1949,公設消火栓,東消防署,福井市河増町１８番３５号３,36.061136177777776,136.25677315833332,200,
1950,公設消火栓,東消防署,福井市河増町２８番１号,36.05979619722222,136.25416935833331,200,
1951,公設消火栓,東消防署,福井市河増町２９番１号,36.05966316111111,136.2529024416667,200,
1952,公設消火栓,東消防署,福井市河増町１５番４０号,36.06244913055555,136.25851301666665,150,
1953,公設消火栓,東消防署,福井市河増町２８番１号,36.059393211111114,136.25360840555558,200,
1954,公設消火栓,東消防署,福井市河増町,36.057657375,136.25365245833333,200,
1955,公設消火栓,東消防署,福井市河増町２０番３２号,36.06302890555555,136.25438126388892,100,
1956,公設消火栓,東消防署,福井市河増町２０番５１号,36.061921005555554,136.2543222888889,100,
1957,公設消火栓,東消防署,福井市河増町２１－５０－１,36.06103908333334,136.25421431944446,100,
1958,河川,東消防署,福井市河増町２４番３２－２,36.06109121944445,136.25775209999998,,
1959,公設消火栓,西分署,福井市光陽１丁目１９番１号,36.06521184166667,136.20199031666664,100,
1960,公設消火栓,西分署,福井市光陽１丁目２７番２３号,36.06486593055555,136.20407308611112,100,
1961,公設消火栓,西分署,福井市光陽１丁目９番２３号,36.06781052222222,136.20323430555555,100,
1962,公設消火栓,西分署,福井市光陽４丁目２番２４号,36.067623419444445,136.19581111388888,100,
1963,公設消火栓,西分署,福井市光陽１丁目４番２１号,36.06851241666667,136.20263140555556,150,
1964,公設消火栓,中消防署,福井市二の宮５丁目４番２７号,36.083802513888884,136.20693758611108,100,
1965,公設消火栓,中消防署,福井市二の宮５丁目１０番,36.084713397222224,136.20685464444446,100,
1966,公設消火栓,中消防署,福井市二の宮５丁目１１番２２号,36.0854693,136.2067676972222,100,
1967,公設消火栓,中消防署,福井市二の宮５丁目１７番２３号,36.08631618888889,136.20669075277777,100,
1968,公設消火栓,中消防署,福井市二の宮５丁目１６番３３号,36.08665821111111,136.20819546944443,100,
1969,公設消火栓,中消防署,福井市二の宮５丁目１５番５号,36.085730302777776,136.207729525,100,
1970,公設消火栓,中消防署,福井市二の宮５丁目９番３６号,36.08430649722223,136.20835435000004,100,
1971,公設消火栓,中消防署,福井市二の宮５丁目１番２１号,36.083215652777774,136.2090441861111,200,
1972,公設消火栓,麻生津分遣所,福井市西袋町１８番１６号,35.992117730555556,136.2421661388889,100,
1973,公設防火水槽,麻生津分遣所,福井市西袋町１５番９号,35.99278965555555,136.2434050611111,,
1974,公設防火水槽,麻生津分遣所,福井市西袋町１７番１３号,35.992384686111116,136.24176516944445,,
1975,その他,麻生津分遣所,福井市西袋町地係,35.99024396666667,136.24054423611113,,
1976,河川,美山分署,福井市間戸町,35.989359658333335,136.39249918055552,,
1977,公設消火栓,東分署,福井市間山町１番２５号,36.08181438888889,136.27495306666668,150,
1978,公設消火栓,東分署,福井市間山町１番７３号,36.080306541666666,136.27487011944442,150,
1979,公設消火栓,東分署,福井市間山町１番２５号,36.081712352777785,136.27421414722224,150,
1980,公設消火栓,北分署,福井市高屋町,36.11358006388888,136.1861315611111,150,
1981,公設消火栓,北分署,福井市高屋町,36.11287124444444,136.1929529777778,150,
1982,公設防火水槽,北分署,福井市高屋町３５番３５号,36.11334298611111,136.18041511666664,,
1983,公設防火水槽,北分署,福井市高屋町２２番,36.11271806111112,136.1797481888889,,
1984,公設消火栓,中消防署,福井市高柳３丁目４１８番,36.09518151944445,136.2370840166667,100,
1985,公設消火栓,中消防署,福井市灯明寺３丁目３４０３番,36.097285319444445,136.21186412222224,100,
1986,公設消火栓,中消防署,福井市高柳町８番２４号１２,36.0977273,136.23845094166663,150,
1987,公設消火栓,中消防署,福井市高柳町８番４号１０,36.09817423333333,136.23822596666668,150,
1988,公設消火栓,中消防署,福井市高柳町６番６号５,36.09953313055555,136.23924189444443,100,
1989,公設消火栓,中消防署,福井市高柳町８番２８号９,36.097358352777775,136.2386229222222,150,
1990,公設消火栓,中消防署,福井市高柳町１０番２０号５,36.09707734166667,136.23785298333334,100,
1991,公設消火栓,中消防署,福井市高柳町１０番２０号７,36.09671938333334,136.23783397777777,100,
1992,公設消火栓,社分署,福井市高塚町６１３番,36.057726474999996,136.18116335833335,100,
1993,公設消火栓,社分署,福井市高塚町２０３番,36.058672369444444,136.18124036944445,100,
1994,公設消火栓,社分署,福井市高塚町７１７番,36.057226533333335,136.18119834166666,100,
1995,公設消火栓,社分署,福井市高塚町６０８番,36.057348508333334,136.18032245277777,100,
1996,公設消火栓,社分署,福井市高塚町９０３番１号,36.057458483333335,136.1794855583333,100,
1997,公設消火栓,社分署,福井市高塚町７０２番,36.056713591666664,136.18107234722223,100,
1998,公設消火栓,北分署,福井市高屋町３４番２６号,36.114537816666676,136.18041210833334,150,
1999,公設消火栓,中消防署,福井市大宮４丁目２番１２号,36.08066394444445,136.20838120277776,100,
2000,公設消火栓,中消防署,福井市大宮２丁目１５番１号,36.081289299999995,136.2213570388889,100,
2001,公設消火栓,中消防署,福井市大宮２丁目１４番３７号,36.081231244444446,136.21955734444447,100,
2002,公設消火栓,中消防署,福井市大宮２丁目１３番１８号,36.08119219722223,136.2179716138889,100,
2003,公設消火栓,中消防署,福井市大宮２丁目１０番１号,36.08167810277777,136.21696477499998,100,
2004,公設消火栓,社分署,福井市運動公園３丁目４０３番,36.055447672222215,136.1769038388889,100,
2005,公設消火栓,社分署,福井市運動公園３丁目３１２番　,36.05468375,136.1762929,100,
2006,公設消火栓,社分署,福井市運動公園３丁目８０５番,36.054836755555556,136.17776171944448,150,
2007,公設消火栓,社分署,福井市運動公園３丁目１１０２番１号,36.053805849999996,136.17654285277777,100,
2008,公設消火栓,社分署,福井市運動公園３丁目９１３番,36.054113830555565,136.17739475277776,100,
2009,公設消火栓,社分署,福井市運動公園３丁目１０１７番,36.054177841666665,136.17848961666667,100,
2010,公設消火栓,社分署,福井市運動公園４丁目７０５番,36.052537036111104,136.17901153055556,100,
2011,公設消火栓,社分署,福井市運動公園４丁目１１０３番,36.05244503055555,136.17808664444445,100,
2012,公設消火栓,社分署,福井市運動公園４丁目９０４番１号,36.051923075000005,136.1772647472222,100,
2013,公設消火栓,社分署,福井市運動公園４丁目８０１番,36.05218106944444,136.17859158333331,100,
2014,公設消火栓,社分署,福井市運動公園２丁目１２０１番,36.04742063055556,136.17941448333332,150,
2015,公設消火栓,社分署,福井市運動公園３丁目１４０８番　,36.05328891388889,136.17682280833336,150,
2016,公設消火栓,社分署,福井市運動公園３丁目１３０８番,36.053422911111106,136.1775287222222,150,
2017,公設消火栓,社分署,福井市運動公園３丁目１０１２番１号,36.05370588888889,136.17820664166666,100,
2018,公設消火栓,北分署,福井市東森田３丁目１８１１番,36.11738364444444,136.25361925833334,100,
2019,公設消火栓,北分署,福井市東森田１丁目２１７番,36.115912550000004,136.2481899,100,
2020,公設消火栓,北分署,福井市東森田２丁目１７０７番,36.117205561111106,136.25158249444445,100,
2021,公設消火栓,北分署,福井市東森田３丁目１４１１番,36.11827954166667,136.25385721388886,100,
2022,公設消火栓,北分署,福井市東森田３丁目８０１番,36.11882946666666,136.25374521666666,150,
2023,公設消火栓,北分署,福井市東森田３丁目１００３番,36.11977241666668,136.25506205000002,100,
2024,公設消火栓,北分署,福井市東森田１丁目１１２５番,36.114902836111106,136.25125157222223,200,
2025,公設消火栓,北分署,福井市上野本町４丁目２２０７番,36.114019777777784,136.24797495833332,200,
2026,公設消火栓,北分署,福井市東森田２丁目１６０９番,36.118301430555555,136.25173745555557,200,
2027,公設消火栓,北分署,福井市東森田１丁目２１７番,36.115514625,136.24869385000002,100,
2028,公設消火栓,北分署,福井市上野本町４丁目２４２０番,36.11383182777777,136.24847790277775,100,
2029,公設消火栓,北分署,福井市東森田４丁目５１０番,36.122362027777775,136.25389410277776,100,
2030,公設消火栓,北分署,福井市東森田４丁目６２４番,36.12187902777777,136.25270025277774,100,
2031,公設消火栓,北分署,福井市東森田４丁目７１３番,36.121427141666665,136.25383113888887,100,
2032,公設消火栓,北分署,福井市東森田４丁目７１３番,36.12091720277778,136.25376516111112,150,
2033,公設消火栓,北分署,福井市東森田３丁目２０８番,36.12075323333333,136.25393114722223,100,
2034,公設消火栓,北分署,福井市東森田３丁目４０１番,36.120201275,136.2533912277778,100,
2035,公設消火栓,北分署,福井市東森田３丁目４１５番,36.11984536944444,136.25433313055552,150,
2036,公設消火栓,南消防署,福井市大島町,36.029270622222214,136.2056596333333,100,
2037,公設消火栓,南消防署,福井市大島町,36.02932064722223,136.2064455777778,100,
2038,公設消火栓,南消防署,福井市大島町１２番５号,36.03006755277778,136.20659553055555,100,
2039,公設消火栓,南消防署,福井市大島町１０９番,36.030484625,136.21005928055558,100,
2040,公設消火栓,南消防署,福井市大島町１０番１１号,36.033798108333336,136.2081672444444,250,
2041,公設消火栓,南消防署,福井市大島町１０４番,36.031995375,136.20875429166668,250,
2042,公設消火栓,南消防署,福井市大島町１５番１９号,36.02894266944445,136.20580163888891,100,
2043,公設消火栓,南消防署,福井市大島町４０２番,36.0324422,136.20562048333335,100,
2044,公設消火栓,川西分署,福井市江上町５５番１３号,36.12865735,136.16561947499997,100,
2045,公設消火栓,川西分署,福井市江上町地係,36.131606930555556,136.16407445,100,
2046,公設防火水槽,川西分署,福井市江上町３８番１８号,36.128229677777774,136.17208471944446,,
2047,私設防火水槽,川西分署,福井市江上町１３番１号,36.13020419722223,136.16644627222223,,
2048,その他,川西分署,福井市江上町４３－２０　臨海工業用水事務所,36.12647981388889,136.1698990527778,,
2049,公設消火栓,麻生津分遣所,福井市江尻ヶ丘町地係,35.994496194444444,136.18830394999998,150,
2050,公設消火栓,麻生津分遣所,福井市江尻ヶ丘町２７８番,35.99404024444444,136.18768803888887,100,
2051,公設消火栓,麻生津分遣所,福井市江尻ヶ丘町２０３番,35.99370627777777,136.18698013333332,100,
2052,公設消火栓,麻生津分遣所,福井市江尻ヶ丘町１６５番,35.99317033888889,136.1864252222222,100,
2053,公設消火栓,麻生津分遣所,福井市江尻ヶ丘町１５８番,35.99239245555556,136.1869931916667,100,
2054,公設消火栓,麻生津分遣所,福井市江尻ヶ丘町１８３番,35.99287339444445,136.18709815833336,100,
2055,公設消火栓,麻生津分遣所,福井市東大味町２４番１７号,35.99179897222221,136.2627315111111,75,
2056,公設消火栓,麻生津分遣所,福井市東大味町３１番２号,35.989509258333335,136.26319540555556,75,
2057,公設消火栓,麻生津分遣所,福井市東大味町１０番１号,35.994749558333325,136.25873392500003,150,
2058,公設消火栓,麻生津分遣所,福井市東大味町９番１５号,35.994695574999994,136.25957585833333,100,
2059,公設消火栓,麻生津分遣所,福井市東大味町２１番３６号,35.99043612222223,136.25991271944446,150,
2060,公設消火栓,南消防署,福井市下馬３丁目２１０４番,36.039079058333336,136.23682037777778,100,
2061,公設消火栓,南消防署,福井市下馬３丁目１５８０番２号,36.04090079166666,136.23448541944447,100,
2062,公設消火栓,南消防署,福井市下馬３丁目１３０３番,36.04136670833334,136.23342945000002,100,
2063,公設消火栓,南消防署,福井市下馬３丁目,36.04012586388889,136.23306054444447,100,
2064,公設消火栓,南消防署,福井市下馬２丁目２１１１番,36.03972600277778,136.23872921944448,100,
2065,公設消火栓,南消防署,福井市下馬１丁目１６１４番,36.04368951666667,136.2397649138889,200,
2066,公設消火栓,南消防署,福井市下馬１丁目８０４番,36.044775372222226,136.23933987777778,200,
2067,公設消火栓,南消防署,福井市下馬２丁目１１０番,36.04453334722222,136.23610709722226,100,
2068,公設消火栓,南消防署,福井市下馬２丁目２０８番,36.043702438888886,136.23508521388885,150,
2069,公設消火栓,南消防署,福井市下馬２丁目２０３番,36.042914522222226,136.23415431666666,150,
2070,公設消火栓,南消防署,福井市下馬３丁目１０１番,36.04201261944445,136.23312943055552,100,
2071,公設消火栓,南消防署,福井市下馬３丁目３１３番,36.040600774999994,136.23182958611113,100,
2072,公設消火栓,南消防署,福井市下馬３丁目４３２番,36.039727875000004,136.2311776722222,100,
2073,公設消火栓,南消防署,福井市下馬３丁目７０２番,36.03849002222222,136.23040478333334,100,
2074,公設消火栓,社分署,福井市運動公園４丁目１３０８番　,36.053030952777775,136.17750371944445,100,
2075,公設消火栓,社分署,福井市運動公園４丁目１２１０番,36.053127958333334,136.17837860833336,100,
2076,公設消火栓,社分署,福井市運動公園４丁目１６０８番,36.053355938888885,136.17872556944442,100,
2077,公設消火栓,社分署,福井市運動公園４丁目１３０４番,36.05269198055555,136.17685680000002,100,
2078,公設消火栓,社分署,福井市運動公園１丁目８０９番,36.05440883333334,136.17962247777774,100,
2079,公設消火栓,社分署,福井市運動公園２丁目２１１番,36.04894846944444,136.1802423805555,150,
2080,公設消火栓,東分署,福井市開発５丁目８１１番,36.08617075277777,136.2403837611111,250,
2081,公設消火栓,東分署,福井市開発５丁目６０９番,36.08612569444444,136.23936181944447,100,
2082,公設消火栓,東分署,福井市開発５丁目７１２番,36.087117686111114,136.2411257138889,250,
